"Date","Open.","High","Low","Close..","Volume","Market.Cap","project","daychange","daychange_per","date"
"Feb 28, 2019",82.46,84.96,82.36,83.4,"268,500,969","722,011,351","Dash",-0.940000000000012,-1.13994664079555,2019-02-28
"Feb 27, 2019",83.18,83.18,80.41,82.47,"258,637,442","713,794,772","Dash",0.710000000000008,0.853570569848531,2019-02-27
"Feb 26, 2019",83.97,84.06,81.9,83.13,"263,760,475","719,334,227","Dash",0.840000000000003,1.00035727045374,2019-02-26
"Feb 25, 2019",81.44,84.8,81.17,84.12,"228,964,736","727,766,422","Dash",-2.68000000000001,-3.29076620825148,2019-02-25
"Feb 24, 2019",90.13,92.97,79.74,81.52,"279,762,301","705,066,679","Dash",8.61,9.55286807944081,2019-02-24
"Feb 23, 2019",86.67,90.37,85.48,90.08,"250,962,022","778,987,549","Dash",-3.41,-3.93446405907465,2019-02-23
"Feb 22, 2019",85.6,87.24,85.19,86.76,"245,055,088","750,148,022","Dash",-1.16000000000001,-1.3551401869159,2019-02-22
"Feb 21, 2019",87.97,88.94,84.49,85.61,"236,314,511","739,973,582","Dash",2.36,2.68273274980107,2019-02-21
"Feb 20, 2019",88.22,88.39,85.1,87.91,"260,540,777","759,738,059","Dash",0.310000000000002,0.351394241668558,2019-02-20
"Feb 19, 2019",86.64,90.22,86.17,88.16,"285,735,176","761,705,059","Dash",-1.52,-1.75438596491228,2019-02-19
"Feb 18, 2019",79.74,87.03,79.67,86.56,"289,853,373","747,764,090","Dash",-6.82000000000001,-8.55279658891398,2019-02-18
"Feb 17, 2019",79.67,80.52,78.51,79.75,"206,403,616","688,790,081","Dash",-0.0799999999999983,-0.100414208610516,2019-02-17
"Feb 16, 2019",79.12,80.86,79.1,79.6,"193,025,119","687,304,075","Dash",-0.47999999999999,-0.606673407482292,2019-02-16
"Feb 15, 2019",78.58,80.34,77.83,79.15,"215,175,325","683,308,137","Dash",-0.570000000000007,-0.725375413591254,2019-02-15
"Feb 14, 2019",80.58,81.21,78.09,78.52,"196,698,077","677,708,050","Dash",2.06,2.55646562422438,2019-02-14
"Feb 13, 2019",82.72,83.17,80.17,80.53,"215,409,826","694,937,603","Dash",2.19,2.64748549323017,2019-02-13
"Feb 12, 2019",80.21,83.33,78.64,82.68,"236,892,784","713,282,004","Dash",-2.47000000000001,-3.07941653160455,2019-02-12
"Feb 11, 2019",75.52,81.78,74.73,80.16,"227,879,067","691,438,368","Dash",-4.64,-6.14406779661017,2019-02-11
"Feb 10, 2019",74.24,75.5,73,75.5,"177,539,073","651,066,069","Dash",-1.26000000000001,-1.69719827586208,2019-02-10
"Feb 09, 2019",73.86,75.3,73.1,74.23,"169,940,905","640,025,451","Dash",-0.370000000000005,-0.500947738965617,2019-02-09
"Feb 08, 2019",67.26,73.85,66.87,73.85,"181,160,600","636,630,491","Dash",-6.58999999999999,-9.79779958370501,2019-02-08
"Feb 07, 2019",65.75,67.57,65.62,67.25,"151,346,662","579,584,088","Dash",-1.5,-2.28136882129278,2019-02-07
"Feb 06, 2019",68.34,68.42,65.47,65.71,"188,686,597","566,179,473","Dash",2.63000000000001,3.84840503365527,2019-02-06
"Feb 05, 2019",66.85,68.61,66.53,68.16,"159,410,275","587,172,496","Dash",-1.31,-1.95961106955872,2019-02-05
"Feb 04, 2019",67.03,67.35,66.41,67.02,"158,567,871","577,259,676","Dash",0.0100000000000051,0.0149186931224901,2019-02-04
"Feb 03, 2019",67.99,68.1,66.29,66.9,"161,289,431","576,039,391","Dash",1.08999999999999,1.60317693778495,2019-02-03
"Feb 02, 2019",67.39,68.01,66.74,67.97,"152,279,085","585,201,223","Dash",-0.579999999999998,-0.860661819261015,2019-02-02
"Feb 01, 2019",68.35,68.54,67.26,67.49,"179,787,292","580,896,463","Dash",0.859999999999999,1.25822970007315,2019-02-01
"Jan 31, 2019",69.27,69.83,68.07,68.26,"140,199,493","587,415,758","Dash",1.00999999999999,1.45806265338529,2019-01-31
"Jan 30, 2019",68.16,69.96,67.28,69.3,"153,059,006","595,813,352","Dash",-1.14,-1.67253521126761,2019-01-30
"Jan 29, 2019",68.1,69.06,66.95,68.25,"166,904,205","586,660,032","Dash",-0.150000000000006,-0.220264317180625,2019-01-29
"Jan 28, 2019",71.45,71.46,66.78,68.13,"941,544,091","585,522,248","Dash",3.32000000000001,4.64660601819455,2019-01-28
"Jan 27, 2019",74.18,74.18,71.4,71.4,"162,049,523","613,474,381","Dash",2.78,3.74764087355082,2019-01-27
"Jan 26, 2019",73.79,74.75,73.51,74.16,"160,830,169","637,016,967","Dash",-0.36999999999999,-0.501422957040236,2019-01-26
"Jan 25, 2019",73.24,74.47,73.17,73.83,"170,704,889","634,060,854","Dash",-0.590000000000003,-0.805570726379032,2019-01-25
"Jan 24, 2019",71.07,74.13,70.6,73.06,"165,476,902","627,345,653","Dash",-1.99000000000001,-2.80005628253836,2019-01-24
"Jan 23, 2019",71.78,73.68,70.44,71.07,"173,653,586","610,130,559","Dash",0.710000000000008,0.989133463360279,2019-01-23
"Jan 22, 2019",69.92,72.31,69.42,71.72,"138,943,879","615,524,471","Dash",-1.8,-2.57437070938215,2019-01-22
"Jan 21, 2019",70.04,70.35,69.12,69.91,"163,197,554","599,881,626","Dash",0.13000000000001,0.185608223872087,2019-01-21
"Jan 20, 2019",73.87,74.03,69.31,69.89,"242,808,317","599,612,574","Dash",3.98,5.38784350886693,2019-01-20
"Jan 19, 2019",71.72,74.49,71.57,73.97,"173,266,129","634,435,314","Dash",-2.25,-3.13720022308979,2019-01-19
"Jan 18, 2019",72.41,72.67,71.09,71.61,"198,778,864","614,067,356","Dash",0.799999999999997,1.10481977627399,2019-01-18
"Jan 17, 2019",71.56,72.61,70.62,72.41,"160,688,846","620,807,031","Dash",-0.849999999999994,-1.1878144214645,2019-01-17
"Jan 16, 2019",70.64,72.54,70.22,71.28,"157,274,044","611,007,487","Dash",-0.640000000000001,-0.906002265005663,2019-01-16
"Jan 15, 2019",72.9,73.27,69.85,70.72,"170,689,876","606,097,142","Dash",2.18000000000001,2.99039780521263,2019-01-15
"Jan 14, 2019",70.43,74.4,69.75,72.98,"137,162,317","625,302,585","Dash",-2.55,-3.62061621468124,2019-01-14
"Jan 13, 2019",73.61,74.35,69.36,70.26,"128,458,987","601,912,036","Dash",3.34999999999999,4.55101209074853,2019-01-13
"Jan 12, 2019",73.88,74.61,72.99,73.61,"123,278,278","630,439,544","Dash",0.269999999999996,0.365457498646448,2019-01-12
"Jan 11, 2019",73.61,75.15,72.8,73.78,"115,955,105","631,783,615","Dash",-0.170000000000002,-0.230946882217092,2019-01-11
"Jan 10, 2019",85.85,86.57,71.92,73.78,"136,869,558","631,644,094","Dash",12.07,14.0594059405941,2019-01-10
"Jan 09, 2019",81.68,87.31,81.53,85.8,"107,500,924","734,366,601","Dash",-4.11999999999999,-5.04407443682663,2019-01-09
"Jan 08, 2019",83.45,84.13,80.98,81.68,"97,001,749","698,952,596","Dash",1.77,2.12103055721989,2019-01-08
"Jan 07, 2019",86,86.72,82.89,83.34,"115,327,298","713,013,313","Dash",2.66,3.09302325581395,2019-01-07
"Jan 06, 2019",80.58,86.31,79.87,85.84,"108,093,796","734,199,904","Dash",-5.26000000000001,-6.5276743608836,2019-01-06
"Jan 05, 2019",81.02,82.1,80.27,80.61,"116,893,026","689,352,809","Dash",0.409999999999997,0.506047889410018,2019-01-05
"Jan 04, 2019",80.88,82.93,79.6,81.2,"88,034,486","694,238,320","Dash",-0.320000000000007,-0.39564787339269,2019-01-04
"Jan 03, 2019",83.9,84.63,80.51,80.86,"107,808,623","691,215,796","Dash",3.04000000000001,3.62336114421932,2019-01-03
"Jan 02, 2019",81.31,84.55,80.58,84,"97,837,934","717,906,996","Dash",-2.69,-3.30832615914401,2019-01-02
"Jan 01, 2019",79.16,81.26,78.32,81.05,"88,078,738","692,537,857","Dash",-1.89,-2.38756947953512,2019-01-01
"Dec 31, 2018",81.84,83.1,78.62,79.06,"108,299,749","674,947,452","Dash",2.78,3.39687194525904,2018-12-31
"Dec 30, 2018",80.22,83.95,79.68,81.79,"103,433,722","698,091,183","Dash",-1.57000000000001,-1.95711792570432,2018-12-30
"Dec 29, 2018",84.36,84.8,80.35,80.35,"107,080,371","685,592,694","Dash",4.01000000000001,4.7534376481745,2018-12-29
"Dec 28, 2018",76.26,84.93,75.37,83.82,"121,544,934","715,093,574","Dash",-7.55999999999999,-9.91345397324939,2018-12-28
"Dec 27, 2018",84.41,84.73,75.94,76.4,"135,210,655","651,681,733","Dash",8.00999999999999,9.48939699087785,2018-12-27
"Dec 26, 2018",84,87.39,81.56,84.55,"128,734,179","720,992,055","Dash",-0.549999999999997,-0.654761904761901,2018-12-26
"Dec 25, 2018",92.76,92.76,80.98,83.96,"128,516,889","715,788,368","Dash",8.80000000000001,9.48684777921519,2018-12-25
"Dec 24, 2018",90.28,104.09,90.28,92.44,"164,735,127","787,975,283","Dash",-2.16,-2.39255649091714,2018-12-24
"Dec 23, 2018",87.62,91.97,87.62,90.23,"131,821,218","768,904,932","Dash",-2.61,-2.97877196986989,2018-12-23
"Dec 22, 2018",85.7,92.22,83.48,87.58,"147,573,455","746,230,905","Dash",-1.88,-2.19369894982497,2018-12-22
"Dec 21, 2018",96.52,96.52,84.91,85.62,"160,660,461","729,380,032","Dash",10.9,11.2929962702031,2018-12-21
"Dec 20, 2018",74.23,99.23,73.96,99.23,"184,639,844","845,083,716","Dash",-25,-33.6791054829584,2018-12-20
"Dec 19, 2018",73.63,80.95,73.07,74.42,"147,010,895","633,626,897","Dash",-0.790000000000006,-1.07293222871113,2018-12-19
"Dec 18, 2018",71.29,73.5,68.65,73.5,"119,681,350","625,677,906","Dash",-2.20999999999999,-3.10001402721278,2018-12-18
"Dec 17, 2018",63.19,73.42,63.17,71.28,"141,113,375","606,672,088","Dash",-8.09,-12.8026586485203,2018-12-17
"Dec 16, 2018",62.51,65.57,62.46,63.14,"106,671,272","537,290,073","Dash",-0.630000000000003,-1.00783874580068,2018-12-16
"Dec 15, 2018",59.76,64.81,58.27,62.49,"112,585,020","531,579,384","Dash",-2.73,-4.56827309236948,2018-12-15
"Dec 14, 2018",61.19,62.14,59.22,59.69,"88,936,827","507,711,640","Dash",1.5,2.45138094459879,2018-12-14
"Dec 13, 2018",65.57,65.61,60.81,61.21,"114,651,080","520,511,825","Dash",4.35999999999999,6.64938233948451,2018-12-13
"Dec 12, 2018",64.03,67.53,63.92,65.48,"99,204,303","556,736,454","Dash",-1.45,-2.264563485866,2018-12-12
"Dec 11, 2018",68.8,69.63,63.74,64.11,"156,411,314","544,955,290","Dash",4.69,6.81686046511628,2018-12-11
"Dec 10, 2018",76.38,77.17,67.72,68.8,"150,275,092","584,654,430","Dash",7.58,9.92406389107096,2018-12-10
"Dec 09, 2018",68.81,76.76,68.61,76.51,"156,384,716","650,016,794","Dash",-7.7,-11.1902339776195,2018-12-09
"Dec 08, 2018",67.78,70.2,65.28,69.09,"155,676,914","586,870,923","Dash",-1.31,-1.93272351726173,2018-12-08
"Dec 07, 2018",66.08,67.63,59.75,67.63,"177,956,763","574,337,061","Dash",-1.55,-2.3456416464891,2018-12-07
"Dec 06, 2018",77.89,79.16,65.88,66.02,"180,559,293","560,562,874","Dash",11.87,15.2394402362306,2018-12-06
"Dec 05, 2018",85.61,85.83,77.9,77.9,"207,834,874","661,320,766","Dash",7.70999999999999,9.00595724798504,2018-12-05
"Dec 04, 2018",84.69,88.65,83.06,85.49,"174,190,427","725,531,607","Dash",-0.799999999999997,-0.944621560987126,2018-12-04
"Dec 03, 2018",93.39,93.44,83.09,84.82,"190,219,025","719,733,058","Dash",8.57000000000001,9.1765713673841,2018-12-03
"Dec 02, 2018",95.1,97.56,91.66,93.04,"187,696,265","789,324,067","Dash",2.05999999999999,2.16614090431124,2018-12-02
"Dec 01, 2018",92.06,97.7,90.52,95.35,"183,221,199","808,121,723","Dash",-3.28999999999999,-3.57375624592656,2018-12-01
"Nov 30, 2018",96.81,97.64,88.95,91.87,"170,464,251","778,485,613","Dash",4.94,5.10277863857039,2018-11-30
"Nov 29, 2018",99.86,99.94,93.98,96.66,"165,236,103","818,918,585","Dash",3.2,3.20448628079311,2018-11-29
"Nov 28, 2018",89.16,102.88,89.16,99.51,"199,504,000","842,897,092","Dash",-10.35,-11.6083445491252,2018-11-28
"Nov 27, 2018",88.68,91.06,85.76,89.13,"126,986,000","754,732,417","Dash",-0.449999999999989,-0.507442489851137,2018-11-27
"Nov 26, 2018",91.13,94.79,83.67,88.93,"102,231,000","752,903,721","Dash",2.19999999999999,2.41413365521781,2018-11-26
"Nov 25, 2018",93.04,93.05,83.36,91.45,"215,597,000","774,064,956","Dash",1.59,1.70894239036974,2018-11-25
"Nov 24, 2018",99.42,103.62,90.96,92.66,"135,284,000","784,179,370","Dash",6.76000000000001,6.7994367330517,2018-11-24
"Nov 23, 2018",102.2,102.83,96.77,99.32,"216,622,000","840,306,522","Dash",2.88000000000001,2.81800391389433,2018-11-23
"Nov 22, 2018",114.41,116.2,103.34,103.34,"125,393,000","874,150,568","Dash",11.07,9.67572764618477,2018-11-22
"Nov 21, 2018",105.01,114.6,103.18,114.31,"168,913,000","966,764,525","Dash",-9.3,-8.85629940005713,2018-11-21
"Nov 20, 2018",109.39,113.85,99.02,104.58,"127,655,000","884,249,626","Dash",4.81,4.39711125331383,2018-11-20
"Nov 19, 2018",132.69,132.7,109.39,109.69,"179,060,000","927,247,572","Dash",23,17.3336347878514,2018-11-19
"Nov 18, 2018",132.92,136.42,131.93,132.78,"140,238,000","1,122,196,360","Dash",0.139999999999986,0.105326512187772,2018-11-18
"Nov 17, 2018",137.39,137.39,131.26,132.63,"209,353,000","1,120,686,774","Dash",4.75999999999999,3.46458985370114,2018-11-17
"Nov 16, 2018",138.54,141.09,135.16,137.06,"173,701,000","1,157,858,333","Dash",1.47999999999999,1.06828352822289,2018-11-16
"Nov 15, 2018",144.04,144.89,129.83,138.44,"208,017,000","1,169,319,667","Dash",5.59999999999999,3.88780894196056,2018-11-15
"Nov 14, 2018",160.74,162.49,138.04,143.65,"153,849,000","1,213,070,013","Dash",17.09,10.6320766455145,2018-11-14
"Nov 13, 2018",163.01,164.42,159.37,161.17,"155,883,000","1,360,714,704","Dash",1.84,1.12876510643519,2018-11-13
"Nov 12, 2018",160.24,167.3,159.89,163.05,"198,078,000","1,376,230,076","Dash",-2.81,-1.75361957064404,2018-11-12
"Nov 11, 2018",161.77,162.24,158.41,160.1,"317,344,000","1,350,880,368","Dash",1.67000000000002,1.03232985102307,2018-11-11
"Nov 10, 2018",159.96,163.9,158.69,161.72,"320,383,000","1,364,443,572","Dash",-1.75999999999999,-1.10027506876719,2018-11-10
"Nov 09, 2018",164.16,165.21,159.58,159.99,"210,843,000","1,349,561,475","Dash",4.16999999999999,2.54020467836257,2018-11-09
"Nov 08, 2018",166.25,174.02,164.29,164.29,"139,714,000","1,385,511,418","Dash",1.96000000000001,1.17894736842106,2018-11-08
"Nov 07, 2018",170.12,171.32,164.27,166.45,"190,695,000","1,403,421,907","Dash",3.67000000000002,2.15730072889726,2018-11-07
"Nov 06, 2018",164.86,172.42,163.99,170.47,"167,367,000","1,428,094,259","Dash",-5.60999999999999,-3.40288729831371,2018-11-06
"Nov 05, 2018",161.58,168.22,159.85,164.23,"153,372,000","1,384,092,326","Dash",-2.64999999999998,-1.6400544621859,2018-11-05
"Nov 04, 2018",154.87,169.25,152.72,162.96,"191,731,000","1,373,101,248","Dash",-8.09,-5.22373603667592,2018-11-04
"Nov 03, 2018",154.34,155.02,153.9,154.7,"122,982,000","1,303,245,341","Dash",-0.359999999999985,-0.233251263444334,2018-11-03
"Nov 02, 2018",153.63,154.66,153.12,154.32,"198,045,000","1,299,718,548","Dash",-0.689999999999998,-0.449131029095878,2018-11-02
"Nov 01, 2018",151.91,155.97,151.48,153.52,"179,048,000","1,292,740,465","Dash",-1.61000000000001,-1.05983806201041,2018-11-01
"Oct 31, 2018",153.36,158.58,151.27,151.75,"156,270,000","1,276,664,197","Dash",1.61000000000001,1.04981742305687,2018-10-31
"Oct 30, 2018",150.25,153.43,149.92,153.12,"154,155,000","1,287,889,585","Dash",-2.87,-1.91014975041598,2018-10-30
"Oct 29, 2018",156.07,156.49,149.16,150.06,"151,064,000","1,261,893,344","Dash",6.00999999999999,3.85083616326007,2018-10-29
"Oct 28, 2018",153.64,156.6,153.04,156.44,"99,202,700","1,315,197,669","Dash",-2.80000000000001,-1.82244207237699,2018-10-28
"Oct 27, 2018",155.38,156.57,153.04,153.07,"188,644,000","1,286,585,096","Dash",2.31,1.48667782211353,2018-10-27
"Oct 26, 2018",154.77,155.88,152.86,155.2,"174,752,000","1,304,271,869","Dash",-0.429999999999978,-0.277831621115189,2018-10-26
"Oct 25, 2018",155.99,156.59,154.83,154.97,"168,704,000","1,302,059,168","Dash",1.02000000000001,0.653888069748067,2018-10-25
"Oct 24, 2018",153.47,159.21,153.45,156.24,"163,230,000","1,312,359,963","Dash",-2.77000000000001,-1.80491301231512,2018-10-24
"Oct 23, 2018",151.69,153.98,151.41,153.94,"165,491,000","1,292,799,937","Dash",-2.25,-1.48328828531874,2018-10-23
"Oct 22, 2018",154.39,155.15,151.61,151.72,"104,357,000","1,273,911,881","Dash",2.66999999999999,1.72938661830429,2018-10-22
"Oct 21, 2018",154.76,157.01,153.77,154.56,"137,353,000","1,297,464,930","Dash",0.199999999999989,0.129232359782882,2018-10-21
"Oct 20, 2018",153.05,156.42,152.98,154.77,"152,333,000","1,298,944,514","Dash",-1.72,-1.12381574648807,2018-10-20
"Oct 19, 2018",154.4,155.17,152.38,152.9,"167,318,000","1,282,938,546","Dash",1.5,0.971502590673575,2018-10-19
"Oct 18, 2018",159.87,160.18,153.71,154.82,"171,415,000","1,298,773,603","Dash",5.05000000000001,3.15881653843749,2018-10-18
"Oct 17, 2018",163.21,164.06,159.02,159.59,"170,806,000","1,338,494,855","Dash",3.62,2.21800134795662,2018-10-17
"Oct 16, 2018",165.21,166.42,161.75,163.1,"195,519,000","1,367,650,991","Dash",2.11000000000001,1.27716239937051,2018-10-16
"Oct 15, 2018",157.17,170.71,155.92,164.98,"167,932,000","1,383,069,764","Dash",-7.81,-4.96914169370745,2018-10-15
"Oct 14, 2018",161.21,162.17,157.14,157.42,"147,540,000","1,319,412,536","Dash",3.79000000000002,2.35097078345017,2018-10-14
"Oct 13, 2018",157.8,160.86,157.48,160.86,"109,154,000","1,347,993,791","Dash",-3.06,-1.93916349809886,2018-10-13
"Oct 12, 2018",156.05,162.05,152.77,157.82,"191,719,000","1,322,221,583","Dash",-1.76999999999998,-1.13425184235821,2018-10-12
"Oct 11, 2018",178.18,178.18,157,157.14,"150,780,000","1,316,214,775","Dash",21.04,11.8082837579975,2018-10-11
"Oct 10, 2018",180.51,180.69,176.53,178.52,"252,133,000","1,494,940,468","Dash",1.98999999999998,1.10243199822723,2018-10-10
"Oct 09, 2018",182.59,182.72,179.28,181.03,"147,767,000","1,515,688,709","Dash",1.56,0.854373185826169,2018-10-09
"Oct 08, 2018",180.35,183.83,178.27,182.15,"150,222,000","1,524,731,889","Dash",-1.80000000000001,-0.998059329082346,2018-10-08
"Oct 07, 2018",180.71,181.79,177.58,180.25,"207,284,000","1,508,481,418","Dash",0.460000000000008,0.25455149133972,2018-10-07
"Oct 06, 2018",182.31,187.3,180.23,180.39,"275,432,000","1,509,290,054","Dash",1.92000000000002,1.05315122593386,2018-10-06
"Oct 05, 2018",180.66,182.12,179.09,182.05,"216,765,000","1,522,871,443","Dash",-1.39000000000001,-0.769401084910891,2018-10-05
"Oct 04, 2018",177.65,181.67,177.54,180.45,"309,359,000","1,509,191,364","Dash",-2.79999999999998,-1.57613284548268,2018-10-04
"Oct 03, 2018",182,182,176.2,177.56,"303,071,000","1,484,652,287","Dash",4.44,2.43956043956044,2018-10-03
"Oct 02, 2018",186.98,187.46,180.63,182.24,"222,211,000","1,523,433,382","Dash",4.73999999999998,2.53503048454379,2018-10-02
"Oct 01, 2018",187.17,188.45,184.63,186.92,"368,119,000","1,561,107,655","Dash",0.25,0.133568413741518,2018-10-01
"Sep 30, 2018",188.5,189.76,185.72,187.65,"281,672,000","1,566,842,505","Dash",0.849999999999994,0.450928381962862,2018-09-30
"Sep 29, 2018",187.19,190.16,184.37,188.51,"297,395,000","1,573,719,003","Dash",-1.31999999999999,-0.705165874245415,2018-09-29
"Sep 28, 2018",194.24,195.48,186.72,187.45,"224,084,000","1,564,507,714","Dash",6.79000000000002,3.49567545304779,2018-09-28
"Sep 27, 2018",184.65,196.66,184.04,194.48,"243,512,000","1,622,805,786","Dash",-9.82999999999998,-5.32358516111562,2018-09-27
"Sep 26, 2018",189.37,192.89,183.45,184.53,"179,411,000","1,539,474,075","Dash",4.84,2.5558430585626,2018-09-26
"Sep 25, 2018",197.83,197.83,180.94,189.65,"150,086,000","1,581,864,396","Dash",8.18000000000001,4.13486326644089,2018-09-25
"Sep 24, 2018",205.07,205.49,193.29,197.81,"164,016,000","1,649,510,819","Dash",7.25999999999999,3.54025454722777,2018-09-24
"Sep 23, 2018",204.88,210.93,202.8,204.9,"156,285,000","1,708,248,903","Dash",-0.0200000000000102,-0.00976181179227364,2018-09-23
"Sep 22, 2018",208,213.56,198.22,204.4,"169,790,000","1,703,731,964","Dash",3.59999999999999,1.73076923076923,2018-09-22
"Sep 21, 2018",200.52,210.95,200.3,208.52,"206,347,000","1,737,698,840","Dash",-8,-3.98962696987832,2018-09-21
"Sep 20, 2018",191.41,200.98,188.15,200.49,"210,051,000","1,670,431,363","Dash",-9.08000000000001,-4.74374379603992,2018-09-20
"Sep 19, 2018",191.51,195.59,185.84,191.19,"194,043,000","1,592,589,653","Dash",0.319999999999993,0.167093102187872,2018-09-19
"Sep 18, 2018",183.5,190.83,178.94,190.83,"262,497,000","1,589,242,953","Dash",-7.33000000000001,-3.99455040871935,2018-09-18
"Sep 17, 2018",193.24,198.98,179.98,184.31,"213,697,000","1,534,588,201","Dash",8.93000000000001,4.62119643966053,2018-09-17
"Sep 16, 2018",191.92,192.84,185.23,192.62,"293,870,000","1,603,460,439","Dash",-0.700000000000017,-0.364735306377666,2018-09-16
"Sep 15, 2018",190.87,194.83,186.94,191.78,"171,229,000","1,596,126,624","Dash",-0.909999999999997,-0.476764289830773,2018-09-15
"Sep 14, 2018",193.05,198.78,186.29,191.3,"215,844,000","1,591,768,918","Dash",1.75,0.906500906500906,2018-09-14
"Sep 13, 2018",185.44,200.77,181.66,193.27,"171,149,000","1,607,795,466","Dash",-7.83000000000001,-4.22238999137188,2018-09-13
"Sep 12, 2018",187.62,187.62,172.19,185.26,"231,141,000","1,540,839,564","Dash",2.36000000000001,1.25786163522013,2018-09-12
"Sep 11, 2018",202.2,205.42,181.91,187.26,"144,562,000","1,557,076,976","Dash",14.94,7.38872403560831,2018-09-11
"Sep 10, 2018",193.92,206.09,193.92,201.13,"197,999,000","1,672,042,900","Dash",-7.21000000000001,-3.71802805280528,2018-09-10
"Sep 09, 2018",185.95,198.1,177.87,193.36,"239,540,000","1,607,096,101","Dash",-7.41000000000003,-3.98494218876043,2018-09-09
"Sep 08, 2018",187.74,201.51,183.68,185.9,"270,179,000","1,544,769,298","Dash",1.84,0.980078832427828,2018-09-08
"Sep 07, 2018",180.67,192.37,172.81,187.56,"247,866,000","1,558,267,992","Dash",-6.89000000000001,-3.81358277522556,2018-09-07
"Sep 06, 2018",174.84,180.95,162.97,180.9,"198,834,000","1,502,531,076","Dash",-6.06,-3.46602608098833,2018-09-06
"Sep 05, 2018",216.68,220.9,173.73,174.44,"186,626,000","1,448,553,895","Dash",42.24,19.4941849732324,2018-09-05
"Sep 04, 2018",217.06,220.1,212.98,216.56,"160,185,000","1,798,017,926","Dash",0.5,0.230351055007832,2018-09-04
"Sep 03, 2018",213.15,221.46,205.15,217.29,"177,073,000","1,803,668,745","Dash",-4.13999999999999,-1.94229415904292,2018-09-03
"Sep 02, 2018",220.88,221.28,206.15,212.33,"246,093,000","1,762,071,640","Dash",8.54999999999998,3.87088011590003,2018-09-02
"Sep 01, 2018",194.56,221.14,194.56,220.74,"234,140,000","1,830,092,176","Dash",-26.18,-13.4560032894737,2018-09-01
"Aug 31, 2018",183.53,194.62,183.01,194.62,"315,329,000","1,613,163,708","Dash",-11.09,-6.04260883779219,2018-08-31
"Aug 30, 2018",187.63,187.63,174.87,183.4,"299,466,000","1,519,862,678","Dash",4.22999999999999,2.25443692373287,2018-08-30
"Aug 29, 2018",194.01,200.12,186.17,187.81,"177,095,000","1,556,072,749","Dash",6.19999999999999,3.19571156125972,2018-08-29
"Aug 28, 2018",182.13,200.38,171.07,194.34,"305,053,000","1,609,766,294","Dash",-12.21,-6.70400263548016,2018-08-28
"Aug 27, 2018",141.86,185.87,141.06,183.08,"355,782,000","1,516,216,718","Dash",-41.22,-29.0568165797265,2018-08-27
"Aug 26, 2018",144.92,145.03,138.83,141.74,"166,603,000","1,173,572,867","Dash",3.17999999999998,2.19431410433341,2018-08-26
"Aug 25, 2018",144.98,146.34,141.82,144.81,"275,311,000","1,198,693,119","Dash",0.169999999999987,0.11725755276589,2018-08-25
"Aug 24, 2018",140.75,145.46,137.66,145.02,"232,796,000","1,200,172,919","Dash",-4.27000000000001,-3.03374777975134,2018-08-24
"Aug 23, 2018",136.72,141.27,135.45,140.37,"183,027,000","1,161,415,700","Dash",-3.65000000000001,-2.66968987712113,2018-08-23
"Aug 22, 2018",141.71,152.18,135.88,136.54,"195,766,000","1,129,500,259","Dash",5.17000000000002,3.64829581539765,2018-08-22
"Aug 21, 2018",142.54,146.17,138.9,141.72,"152,785,000","1,172,124,435","Dash",0.819999999999993,0.57527711519573,2018-08-21
"Aug 20, 2018",155.31,158.2,142.24,142.4,"120,183,000","1,177,500,385","Dash",12.91,8.31240744317816,2018-08-20
"Aug 19, 2018",152.22,161.01,149.25,154.56,"234,411,000","1,277,744,556","Dash",-2.34,-1.5372487189594,2018-08-19
"Aug 18, 2018",166.4,169.42,147.22,152.31,"166,439,000","1,258,849,213","Dash",14.09,8.46754807692308,2018-08-18
"Aug 17, 2018",151.79,166.84,151.79,166.84,"207,021,000","1,378,657,520","Dash",-15.05,-9.91501416430596,2018-08-17
"Aug 16, 2018",153.35,158.96,148.93,151.25,"104,578,000","1,249,525,849","Dash",2.09999999999999,1.36941636778611,2018-08-16
"Aug 15, 2018",139.3,161.21,139.3,153.34,"126,689,000","1,266,541,598","Dash",-14.04,-10.0789662598708,2018-08-15
"Aug 14, 2018",145.09,145.32,134.09,138.57,"123,578,000","1,144,312,040","Dash",6.52000000000001,4.4937624922462,2018-08-14
"Aug 13, 2018",168.12,170.9,144.93,145.04,"129,702,000","1,197,467,082","Dash",23.08,13.7282893171544,2018-08-13
"Aug 12, 2018",165.62,169.73,164.32,167.91,"107,311,000","1,385,980,673","Dash",-2.28999999999999,-1.38268325081511,2018-08-12
"Aug 11, 2018",169.19,171.19,163.15,166.4,"113,630,000","1,373,161,813","Dash",2.78999999999999,1.64903363082924,2018-08-11
"Aug 10, 2018",183.77,191.01,167.66,169.12,"110,106,000","1,395,333,769","Dash",14.65,7.97192142351853,2018-08-10
"Aug 09, 2018",173.48,190.08,172.4,184.01,"122,426,000","1,517,810,865","Dash",-10.53,-6.06986396126355,2018-08-09
"Aug 08, 2018",187.42,190.14,170.99,173.14,"174,335,000","1,427,827,096","Dash",14.28,7.61925088037563,2018-08-08
"Aug 07, 2018",199.5,206.34,187.75,188.08,"170,902,000","1,550,687,029","Dash",11.42,5.72431077694235,2018-08-07
"Aug 06, 2018",207.16,211.94,199.59,199.61,"224,131,000","1,645,430,657","Dash",7.54999999999998,3.64452597026452,2018-08-06
