Date,Open*,High,Low,Close**,Volume,Market Cap
"Apr 24, 2019",0.002775,0.002779,0.002549,0.002599,"43,229,277","309,878,403"
"Apr 23, 2019",0.002804,0.002856,0.002767,0.002772,"37,261,547","330,508,960"
"Apr 22, 2019",0.002758,0.002824,0.002726,0.002798,"36,334,621","333,525,284"
"Apr 21, 2019",0.0029,0.002906,0.002724,0.00276,"37,077,986","328,896,048"
"Apr 20, 2019",0.002892,0.002903,0.00286,0.002902,"35,542,377","345,812,689"
"Apr 19, 2019",0.002945,0.002948,0.002875,0.002893,"36,059,338","344,694,916"
"Apr 18, 2019",0.002816,0.002958,0.002806,0.002946,"42,590,190","350,965,938"
"Apr 17, 2019",0.002837,0.002861,0.002759,0.00281,"32,027,922","334,723,161"
"Apr 16, 2019",0.00279,0.002856,0.002738,0.002835,"31,946,320","337,688,746"
"Apr 15, 2019",0.002884,0.002923,0.002743,0.00279,"36,669,437","332,280,603"
"Apr 14, 2019",0.002873,0.002903,0.002837,0.002882,"30,693,264","343,200,438"
"Apr 13, 2019",0.002852,0.002906,0.00282,0.002872,"34,870,866","342,015,736"
"Apr 12, 2019",0.002791,0.002873,0.002725,0.002856,"42,878,877","339,977,667"
"Apr 11, 2019",0.003019,0.003031,0.002738,0.002789,"45,881,209","332,037,825"
"Apr 10, 2019",0.002881,0.00308,0.002872,0.003021,"50,718,761","359,651,120"
"Apr 09, 2019",0.003044,0.00307,0.002812,0.002884,"53,210,703","343,234,839"
"Apr 08, 2019",0.003428,0.003437,0.003012,0.003045,"62,195,173","362,309,890"
"Apr 07, 2019",0.00344,0.003517,0.003256,0.003418,"50,224,984","406,652,917"
"Apr 06, 2019",0.003594,0.003594,0.003415,0.003439,"46,343,810","409,155,293"
"Apr 05, 2019",0.003679,0.003755,0.003409,0.00359,"63,331,136","427,026,548"
"Apr 04, 2019",0.003158,0.004096,0.003134,0.003697,"164,634,741","439,749,414"
"Apr 03, 2019",0.002777,0.003656,0.002771,0.003164,"89,863,287","376,346,599"
"Apr 02, 2019",0.002459,0.002863,0.002394,0.002795,"60,298,362","332,358,223"
"Apr 01, 2019",0.002082,0.002532,0.002078,0.002461,"49,116,894","292,641,811"
